Latitude,Longitude
30.5922495,31.489836333333333
30.592076666666667,31.491413333333334
30.592106666666666,31.4913765
30.592148333333334,31.4913235
30.583774166666668,31.487204
30.583663333333334,31.487199166666667
30.583655666666665,31.487196166666667
30.583634333333332,31.487195833333335
30.5836495,31.48720683333333
30.5836785,31.487211
30.583670666666666,31.487111833333334
30.583669333333333,31.487034666666666
30.583659166666667,31.487001833333334
30.583671333333335,31.486981666666665
30.583734833333335,31.486941
30.5837475,31.486919166666667
30.583789666666668,31.486604166666666
30.584023166666668,31.485864666666668
30.584298166666667,31.485026333333334
30.5843945,31.4846975
30.584100166666666,31.4843175
30.583739666666666,31.4848795
30.583272,31.486333666666667
30.582924666666667,31.487629166666668
30.583028166666665,31.488092666666667
30.583037166666667,31.488117
30.583070833333334,31.488110666666667
30.583121833333333,31.488106833333333
30.5831555,31.488122
30.583185166666667,31.488136
30.583192833333335,31.4881405
30.583193833333333,31.488138166666666
30.583189666666666,31.488133333333334
30.583187166666665,31.488131833333334
30.583158333333333,31.488118
30.583137333333333,31.488108166666667
30.583136666666668,31.488099
30.583129,31.488088333333334
30.583127666666666,31.4880855
30.583226833333335,31.4881705
30.583245666666667,31.48818
30.583243500000002,31.488195
30.5832135,31.488201333333333
30.5832785,31.488296666666667
30.58365433333333,31.488735166666668
30.584033666666667,31.489216666666668
30.584346166666666,31.489756
30.584352166666665,31.490377833333334
30.584888833333334,31.4908885
30.585312166666668,31.491447
30.5853885,31.492340833333333
30.585279166666666,31.492961
30.584879333333333,31.493598
30.5846325,31.494545333333335
30.584447833333332,31.495074166666665
30.584337833333333,31.495655166666666
30.584281166666667,31.496127166666668
30.584089,31.496872833333335
30.58388933333333,31.497404333333332
30.583341333333333,31.498332166666668
30.583246666666668,31.498968833333333
30.583419666666668,31.49880033333333
30.5835135,31.498419666666667
30.583610166666666,31.497674666666665
30.583905666666666,31.497567333333333
30.584314666666668,31.497701666666668
30.5848515,31.497862333333334
30.5854945,31.4981
30.586165833333332,31.498472333333332
30.586571166666666,31.498599333333335
30.58706,31.4987275
30.587089,31.498876666666668
30.5871775,31.49909
30.5871395,31.499305
30.587101166666667,31.499504666666667
30.587243666666666,31.499685
30.587322,31.49991066666667
30.58737,31.500109333333334
30.58747483333333,31.500414833333334
30.587704,31.50063816666667
30.587840166666666,31.500847333333333
30.5879165,31.50128966666667
30.588161,31.501538333333333
30.588304833333332,31.501656666666666
30.588474666666666,31.5016575
30.588524666666668,31.501686166666666
30.588435666666665,31.501651333333335
30.588577,31.501652
30.588603666666668,31.501640666666667
30.588650166666667,31.5015435
30.588731166666665,31.5014295
30.588778,31.501463
30.588842333333332,31.5014935
30.588939166666666,31.5014315
30.584750166666666,31.496485166666666
30.584977,31.4959135
30.585216333333335,31.494966333333334
30.585532166666667,31.4940115
30.585910666666667,31.493155666666667
30.586101833333334,31.492643
30.586245,31.491782166666667
30.586141833333333,31.491001166666667
30.585941666666667,31.490508333333334
30.585439,31.489703333333335
30.5851265,31.489184166666668
30.585133666666668,31.489171666666667
30.585137833333334,31.489169333333333
30.585142333333334,31.4891655
30.585142166666667,31.48916983333333
30.585162166666667,31.489069833333332
30.585352,31.488871666666668
30.5858155,31.488427333333334
30.586164166666666,31.48809066666667
30.586411666666667,31.487814333333333
30.586708,31.4875045
30.5868235,31.4874645
30.586972166666666,31.487586333333333
30.587120833333334,31.487814333333333
30.58729,31.488050666666666
30.587522166666666,31.488206333333334
30.587656333333335,31.488107
30.587763166666665,31.488162
30.5879825,31.4882945
30.5881605,31.4884165
30.58832616666667,31.488484333333332
30.58849633333333,31.48861
30.588637666666667,31.488674666666668
30.588771833333332,31.488716333333333
30.589020833333333,31.488922166666665
30.589507666666666,31.489188166666665
30.590163666666665,31.489443833333333
30.590367666666666,31.489636
30.590547,31.489573333333333
30.590793,31.489319666666667
30.59123616666667,31.489468833333333
30.591908,31.48994233333333
30.5925785,31.490451833333335
30.592879166666666,31.4905805
30.5928125,31.490855166666666
30.619276,32.269327833333335
30.619042,32.26919816666667
30.618762333333333,32.269074833333335
30.618563833333333,32.26896883333333
30.6185485,32.26895316666667
30.618546,32.268949
30.618512333333335,32.268928833333334
30.618326,32.268824333333335
30.618131666666667,32.268101
30.617872666666667,32.26688983333333
30.617600333333332,32.265447333333334
30.617325333333334,32.26398283333333
30.617123333333332,32.263738
